"";"X";"CODE";"codeplas";"plasnaam";"SBZ";"meetnet";"HabtypeSel";"HabtypeVel";"INSIDE_X";"INSIDE_Y";"LabSampleID";"FieldSampleID";"FieldObserver";"FieldSampleRemark";"FieldSamplingDate";"Component";"LIMSAnalysisName";"Unit";"AquaComponent";"AquaUnit";"ResultNumeric";"ResultFormatted";"ResultFormattedNumeric";"IsBelowLOQ";"IsAboveLOQ";"IsCalc";"categorie";"label";"meetreeks";"seizoen";"ResultCalc";"naam";"watertype"
"15";1059;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"Ca";"IC_KATIONEN";"mg/L";"Ca";"mg/L";"0,6494";"0.65";"0,65";FALSE;FALSE;FALSE;"Zs 3160";"Ca (mg/L)";"2022-2024";"winter";0,65;"Pluisven";"Zs"
"16";1060;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"Al";"ICP_MET_OPT8300_W";"mg/L";"Al";"mg/L";"0,2019";"0.20";"0,2";FALSE;FALSE;FALSE;"Zs 3160";"Al (mg/L)";"2022-2024";"winter";0,2;"Pluisven";"Zs"
"17";1061;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"Fe";"ICP_MET_OPT8300_W";"mg/L";"Fe";"mg/L";"0,9985";"1.00";"1";FALSE;FALSE;FALSE;"Zs 3160";"Fe (mg/L)";"2022-2024";"winter";1;"Pluisven";"Zs"
"18";1062;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"Mn";"ICP_MET_OPT8300_W";"mg/L";"Mn";"mg/L";"0,0238";"0.02";"0,02";FALSE;FALSE;FALSE;"Zs 3160";"Mn (mg/L)";"2022-2024";"winter";0,02;"Pluisven";"Zs"
"19";1063;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"S";"ICP_MET_OPT8300_W";"mg/L";"S";"mg/L";"0,7758";"<1";"1";TRUE;FALSE;FALSE;"Zs 3160";"S (mg/L)";"2022-2024";"winter";0,5;"Pluisven";"Zs"
"20";1064;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"Si";"ICP_MET_OPT8300_W";"mg/L";"Si";"mg/L";"0,0168";"<0.2";"0,2";TRUE;FALSE;FALSE;"Zs 3160";"Si (mg/L)";"2022-2024";"winter";0,1;"Pluisven";"Zs"
"21";1065;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"NPOC";"CN_NPOC_TN_ANAL_W";"mg/L";"NPOC";"mg/L";"20,11387206";"20.11";"20,11";FALSE;FALSE;FALSE;"Zs 3160";"NPOC (mg/L)";"2022-2024";"winter";20,11;"Pluisven";"Zs"
"22";1066;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"T.N";"CN_NPOC_TN_ANAL_W";"mg/L";"TN";"mg/L";"1,18";"1.18";"1,18";FALSE;FALSE;FALSE;"Zs 3160";"TN (mg/L)";"2022-2024";"winter";1,18;"Pluisven";"Zs"
"23";1067;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"T.P";"P_TOT_L_ICP_W";"mg/L";"TP";"mg/L";"0,0069";"<0.03";"0,03";TRUE;FALSE;FALSE;"Zs 3160";"TP (mg/L)";"2022-2024";"winter";0,015;"Pluisven";"Zs"
"24";1068;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"CHL.A";"CHLA_SPECTRO";"µg/l";"chl_a";"µg/l";"2,294";"<5";"5";TRUE;FALSE;FALSE;"Zs 3160";"chl_a (µg/l)";"2022-2024";"winter";2,5;"Pluisven";"Zs"
"25";1069;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"Faeofytine";"CHLA_SPECTRO";"µg/l";"faeo";"µg/l";"2,109";"<5";"5";TRUE;FALSE;FALSE;"Zs 3160";"faeo (µg/l)";"2022-2024";"winter";2,5;"Pluisven";"Zs"
"26";1070;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"ABSORBANTIE.1";"KLEUR_SPECTRO";"ABS";"absorptie_440";"ABS";"0,0677";"0.0677";"0,0677";FALSE;FALSE;FALSE;"Zs 3160";"absorptie_440 (ABS)";"2022-2024";"winter";0,0677;"Pluisven";"Zs"
"27";1071;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"ZS.105";"ZS_FILT_105";"g/L";"ZS_105";"g/L";"8,00E-04";"<0.025";"0,025";TRUE;FALSE;FALSE;"Zs 3160";"ZS_105 (g/L)";"2022-2024";"winter";0,0125;"Pluisven";"Zs"
"28";1072;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"ZS.550";"ZS_FILT_550";"g/L";"ZS_550";"g/L";"8,00E-04";"<0.025";"0,025";TRUE;FALSE;FALSE;"Zs 3160";"ZS_550 (g/L)";"2022-2024";"winter";0,0125;"Pluisven";"Zs"
"29";1073;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"T.KATION";"QC_IONENBALANS";"meq/L";"T_kation";"meq/L";"0,281800061";"0.2818";"0,2818";FALSE;FALSE;FALSE;"Zs 3160";"T_kation (meq/L)";"2022-2024";"winter";0,2818;"Pluisven";"Zs"
"30";1074;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"T.ANION";"QC_IONENBALANS";"meq/L";"T_anion";"meq/L";"0,223860869";"0.2239";"0,2239";FALSE;FALSE;FALSE;"Zs 3160";"T_anion (meq/L)";"2022-2024";"winter";0,2239;"Pluisven";"Zs"
"31";1075;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"VERSCHIL.IC.ABS";"QC_IONENBALANS";"meq/L";"verschil_IC_abs";"meq/L";"0,057900061";"0.058";"0,058";FALSE;FALSE;FALSE;"Zs 3160";"verschil_IC_abs (meq/L)";"2022-2024";"winter";0,058;"Pluisven";"Zs"
"32";1076;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"VERSCHIL.IC.PROC";"QC_IONENBALANS";"%";"verschil_IC_proc";"%";"11,45037275";"11.5";"11,5";FALSE;FALSE;FALSE;"Zs 3160";"verschil_IC_proc (%)";"2022-2024";"winter";11,5;"Pluisven";"Zs"
"33";1077;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"EC.MEAS";"QC_GELEIDBAARHEID";"µS/cm";"EGV_labo";"µS/cm";"33";"33.00";"33";FALSE;FALSE;FALSE;"Zs 3160";"EGV_labo (µS/cm)";"2022-2024";"winter";33;"Pluisven";"Zs"
"34";1078;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"EC.CALC";"QC_GELEIDBAARHEID";"µS/cm";"EGV_calc";"µS/cm";"32,95174564";"32.95";"32,95";FALSE;FALSE;FALSE;"Zs 3160";"EGV_calc (µS/cm)";"2022-2024";"winter";32,95;"Pluisven";"Zs"
"35";1079;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"VERSCHIL.EC.ABS";"QC_GELEIDBAARHEID";"µS/cm";"verschil_EGV_abs";"µS/cm";"0,05";"0.05";"0,05";FALSE;FALSE;FALSE;"Zs 3160";"verschil_EGV_abs (µS/cm)";"2022-2024";"winter";0,05;"Pluisven";"Zs"
"36";1080;"AN_KAL_002";"ANTKAL0330";NA;1;"habitat/PB";"3160";"3160";"154894,1094";"232616,0313";"24-001090";"ANTKAL0330";"Wannes Dermout";"EMPTY";2024-03-11;"VERSCHIL.EC.PROC";"QC_GELEIDBAARHEID";"%";"verschil_EGV_proc";"%";"0,151515152";"0.15";"0,15";FALSE;FALSE;FALSE;"Zs 3160";"verschil_EGV_proc (%)";"2022-2024";"winter";0,15;"Pluisven";"Zs"
"37";1081;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"pH.25";"PHH2O_TIT_W";"-";"pH_labo";"-";"4,69";"4.69";"4,69";FALSE;FALSE;FALSE;"Zs 3160";"pH_labo (-)";"2022-2024";"winter";4,69;"Maanwaterven";"Zs"
"38";1082;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"EC.25";"EC_TIT_W";"µS/cm";"EGV_tit";"µS/cm";"41,5";"41.50";"41,5";FALSE;FALSE;FALSE;"Zs 3160";"EGV_tit (µS/cm)";"2022-2024";"winter";41,5;"Maanwaterven";"Zs"
"39";1083;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"HCO3";"ALK_OEP_W";"mg/L";"HCO3_OEP";"mg/L";"-0,386333333";"<5";"5";TRUE;FALSE;FALSE;"Zs 3160";"HCO3_OEP (mg/L)";"2022-2024";"winter";2,5;"Maanwaterven";"Zs"
"40";1084;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"CO3";"ALK_OEP_W";"mg/L";"CO3";"mg/L";"0";"<1.20";"1,2";TRUE;FALSE;FALSE;"Zs 3160";"CO3 (mg/L)";"2022-2024";"winter";0,6;"Maanwaterven";"Zs"
"41";1085;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"OH";"ALK_OEP_W";"mg/L";"OH";"mg/L";"0";"<0.36";"0,36";TRUE;FALSE;FALSE;"Zs 3160";"OH (mg/L)";"2022-2024";"winter";0,18;"Maanwaterven";"Zs"
"42";1086;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"Cl";"IC_ANIONEN";"mg/L";"Cl";"mg/L";"5,3185";"5.32";"5,32";FALSE;FALSE;FALSE;"Zs 3160";"Cl (mg/L)";"2022-2024";"winter";5,32;"Maanwaterven";"Zs"
"43";1087;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"NO2";"IC_ANIONEN";"mg/L";"NO2";"mg/L";"0,003";"<0.02";"0,02";TRUE;FALSE;FALSE;"Zs 3160";"NO2 (mg/L)";"2022-2024";"winter";0,01;"Maanwaterven";"Zs"
"44";1088;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"NO3";"IC_ANIONEN";"mg/L";"NO3";"mg/L";"0,3345";"0.33";"0,33";FALSE;FALSE;FALSE;"Zs 3160";"NO3 (mg/L)";"2022-2024";"winter";0,33;"Maanwaterven";"Zs"
"45";1089;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"SO4";"IC_ANIONEN";"mg/L";"SO4";"mg/L";"1,6277";"1.63";"1,63";FALSE;FALSE;FALSE;"Zs 3160";"SO4 (mg/L)";"2022-2024";"winter";1,63;"Maanwaterven";"Zs"
"46";1090;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"PO4";"IC_ANIONEN";"mg/L";"PO4";"mg/L";"0";"<0.1";"0,1";TRUE;FALSE;FALSE;"Zs 3160";"PO4 (mg/L)";"2022-2024";"winter";0,05;"Maanwaterven";"Zs"
"47";1091;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"Na";"IC_KATIONEN";"mg/L";"Na";"mg/L";"3,1297";"3.13";"3,13";FALSE;FALSE;FALSE;"Zs 3160";"Na (mg/L)";"2022-2024";"winter";3,13;"Maanwaterven";"Zs"
"48";1092;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"NH4";"IC_KATIONEN";"mg/L";"NH4";"mg/L";"0,0986";"0.10";"0,1";FALSE;FALSE;FALSE;"Zs 3160";"NH4 (mg/L)";"2022-2024";"winter";0,1;"Maanwaterven";"Zs"
"49";1093;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"K";"IC_KATIONEN";"mg/L";"K";"mg/L";"1,5747";"1.57";"1,57";FALSE;FALSE;FALSE;"Zs 3160";"K (mg/L)";"2022-2024";"winter";1,57;"Maanwaterven";"Zs"
"50";1094;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"Mg";"IC_KATIONEN";"mg/L";"Mg";"mg/L";"0,6146";"0.61";"0,61";FALSE;FALSE;FALSE;"Zs 3160";"Mg (mg/L)";"2022-2024";"winter";0,61;"Maanwaterven";"Zs"
"51";1095;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"Ca";"IC_KATIONEN";"mg/L";"Ca";"mg/L";"1,1518";"1.15";"1,15";FALSE;FALSE;FALSE;"Zs 3160";"Ca (mg/L)";"2022-2024";"winter";1,15;"Maanwaterven";"Zs"
"52";1096;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"Al";"ICP_MET_OPT8300_W";"mg/L";"Al";"mg/L";"0,3371";"0.34";"0,34";FALSE;FALSE;FALSE;"Zs 3160";"Al (mg/L)";"2022-2024";"winter";0,34;"Maanwaterven";"Zs"
"53";1097;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"Fe";"ICP_MET_OPT8300_W";"mg/L";"Fe";"mg/L";"1,6068";"1.61";"1,61";FALSE;FALSE;FALSE;"Zs 3160";"Fe (mg/L)";"2022-2024";"winter";1,61;"Maanwaterven";"Zs"
"54";1098;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"Mn";"ICP_MET_OPT8300_W";"mg/L";"Mn";"mg/L";"0,0528";"0.05";"0,05";FALSE;FALSE;FALSE;"Zs 3160";"Mn (mg/L)";"2022-2024";"winter";0,05;"Maanwaterven";"Zs"
"55";1099;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"S";"ICP_MET_OPT8300_W";"mg/L";"S";"mg/L";"1,0486";"1.05";"1,05";FALSE;FALSE;FALSE;"Zs 3160";"S (mg/L)";"2022-2024";"winter";1,05;"Maanwaterven";"Zs"
"56";1100;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"Si";"ICP_MET_OPT8300_W";"mg/L";"Si";"mg/L";"0,0913";"<0.2";"0,2";TRUE;FALSE;FALSE;"Zs 3160";"Si (mg/L)";"2022-2024";"winter";0,1;"Maanwaterven";"Zs"
"57";1101;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"NPOC";"CN_NPOC_TN_ANAL_W";"mg/L";"NPOC";"mg/L";"29,39098019";"29.39";"29,39";FALSE;FALSE;FALSE;"Zs 3160";"NPOC (mg/L)";"2022-2024";"winter";29,39;"Maanwaterven";"Zs"
"58";1102;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"T.N";"CN_NPOC_TN_ANAL_W";"mg/L";"TN";"mg/L";"1,483";"1.48";"1,48";FALSE;FALSE;FALSE;"Zs 3160";"TN (mg/L)";"2022-2024";"winter";1,48;"Maanwaterven";"Zs"
"59";1103;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"T.P";"P_TOT_L_ICP_W";"mg/L";"TP";"mg/L";"0,0023";"<0.03";"0,03";TRUE;FALSE;FALSE;"Zs 3160";"TP (mg/L)";"2022-2024";"winter";0,015;"Maanwaterven";"Zs"
"60";1104;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"CHL.A";"CHLA_SPECTRO";"µg/l";"chl_a";"µg/l";"7,548";"7.5";"7,5";FALSE;FALSE;FALSE;"Zs 3160";"chl_a (µg/l)";"2022-2024";"winter";7,5;"Maanwaterven";"Zs"
"61";1105;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"Faeofytine";"CHLA_SPECTRO";"µg/l";"faeo";"µg/l";"4,625";"<5";"5";TRUE;FALSE;FALSE;"Zs 3160";"faeo (µg/l)";"2022-2024";"winter";2,5;"Maanwaterven";"Zs"
"62";1106;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"ABSORBANTIE.1";"KLEUR_SPECTRO";"ABS";"absorptie_440";"ABS";"0,0951";"0.0951";"0,0951";FALSE;FALSE;FALSE;"Zs 3160";"absorptie_440 (ABS)";"2022-2024";"winter";0,0951;"Maanwaterven";"Zs"
"63";1107;"ANTKAL0284";"ANTKAL0284";NA;1;"-";"<Null>";"3160";NA;NA;"24-001091";"ANTKAL0284";"Wannes Dermout";"EMPTY";2024-03-11;"ZS.105";"ZS_FILT_105";"g/L";"ZS_105";"g/L";"0,001428571";"<0.025";"0,025";TRUE;FALSE;FALSE;"Zs 3160";"ZS_105 (g/L)";"2022-2024";"winter";0,0125;"Maanwaterven";"Zs"
